,carat,clarity,color,culet,cut,date,dateSet,depth,detailsPageUrl,detailsUrl,fluorescence,hasVisualization,lxwRatio,polish,price,pricePerCarat,shape,shipsInDays,shipsInDaysSet,skus,symmetry,table
0,0.37,VS1,F,None,Very Good,Jul 12,Jul 13,64.0,./diamond-details/LD04775254,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD04775254,None,False,1.01,Very Good,800,"$2,162",RD,Call,Call,[u'LD04775254'],Excellent,56.0
1,0.38,VVS2,G,None,Very Good,Jul 12,Jul 13,63.9,./diamond-details/LD04981738,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD04981738,None,False,1.01,Very Good,800,"$2,105",RD,Call,Call,[u'LD04981738'],Good,57.0
2,0.38,VS2,D,None,Very Good,Jul 18,Jul 19,62.2,./diamond-details/LD06532126,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD06532126,None,False,1.00,Good,800,"$2,105",RD,Call,Call,[u'LD06532126'],Excellent,57.0
3,0.47,SI2,E,None,Good,Jul 12,Jul 13,61.1,./diamond-details/LD07282260,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD07282260,None,False,1.01,Excellent,800,"$1,702",RD,Call,Call,[u'LD07282260'],Very Good,62.0
4,0.35,VS2,D,None,Ideal,Jul 10,Jul 11,62.6,./diamond-details/LD07583009,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD07583009,None,False,1.01,Excellent,800,"$2,286",RD,Call,Call,[u'LD07583009'],Very Good,56.0
5,0.37,IF,H,None,Ideal,Jul 12,Jul 13,62.2,./diamond-details/LD07739811,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD07739811,None,False,1.00,Excellent,800,"$2,162",RD,Call,Call,[u'LD07739811'],Excellent,57.0
6,0.37,IF,H,None,Ideal,Jul 12,Jul 13,62.2,./diamond-details/LD07739812,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD07739812,None,False,1.00,Excellent,800,"$2,162",RD,Call,Call,[u'LD07739812'],Excellent,57.0
7,0.34,VVS1,F,None,Ideal,Jul 12,Jul 13,61.5,./diamond-details/LD07782890,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD07782890,None,False,1.00,Excellent,800,"$2,353",RD,Call,Call,[u'LD07782890'],Excellent,62.0
8,0.30,VVS1,D,None,Ideal,Jul 12,Jul 13,61.6,./diamond-details/LD07947765,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD07947765,Faint,False,1.01,Excellent,800,"$2,667",RD,Call,Call,[u'LD07947765'],Excellent,59.0
9,0.30,VVS1,D,None,Ideal,Jul 12,Jul 13,62.2,./diamond-details/LD07947768,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD07947768,Faint,False,1.00,Very Good,800,"$2,667",RD,Call,Call,[u'LD07947768'],Excellent,57.0
