,carat,clarity,color,culet,cut,date,dateSet,depth,detailsPageUrl,detailsUrl,fluorescence,hasVisualization,lxwRatio,polish,price,pricePerCarat,shape,shipsInDays,shipsInDaysSet,skus,symmetry,table
0,0.30,SI1,E,None,Ideal,Jul 6,Jul 7,61.8,./diamond-details/LD04053673,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD04053673,None,False,1.01,Excellent,700,"$2,333",RD,Call,Call,[u'LD04053673'],Very Good,60.0
1,0.36,SI2,D,None,Ideal,Jul 12,Jul 13,59.6,./diamond-details/LD05087052,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD05087052,Faint,False,1.00,Very Good,700,"$1,944",RD,Call,Call,[u'LD05087052'],Very Good,59.0
2,0.34,VS2,D,None,Ideal,Jul 12,Jul 13,59.4,./diamond-details/LD05893844,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD05893844,Faint,False,1.00,Excellent,700,"$2,059",RD,Call,Call,[u'LD05893844'],Excellent,61.0
3,0.36,VS1,G,None,Very Good,Jul 12,Jul 13,61.8,./diamond-details/LD06310227,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD06310227,Medium,False,1.01,Excellent,700,"$1,944",RD,Call,Call,[u'LD06310227'],Very Good,61.0
4,0.46,SI2,I,None,Very Good,Jul 12,Jul 13,64.1,./diamond-details/LD07021060,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD07021060,None,False,1.01,Excellent,700,"$1,522",RD,Call,Call,[u'LD07021060'],Excellent,55.0
5,0.28,IF,E,None,Ideal,Jul 12,Jul 13,61.7,./diamond-details/LD07645864,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD07645864,Faint,False,1.01,Excellent,700,"$2,500",RD,Call,Call,[u'LD07645864'],Excellent,57.0
6,0.40,IF,I,None,Good,Jul 10,Jul 11,65.6,./diamond-details/LD07650346,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD07650346,None,False,1.01,Excellent,700,"$1,750",RD,Call,Call,[u'LD07650346'],Very Good,62.0
7,0.30,VVS1,E,None,Ideal,Jul 12,Jul 13,62.0,./diamond-details/LD07733379,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD07733379,Faint,False,1.01,Excellent,700,"$2,333",RD,Call,Call,[u'LD07733379'],Excellent,59.0
8,0.31,VVS1,F,None,Ideal,Jul 12,Jul 13,60.8,./diamond-details/LD07890459,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD07890459,None,False,1.01,Very Good,700,"$2,258",RD,Call,Call,[u'LD07890459'],Very Good,57.0
9,0.37,VS1,F,None,Very Good,Jul 5,Jul 6,63.1,./diamond-details/LD07929325,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD07929325,None,True,1.00,Excellent,700,"$1,892",RD,Call,Call,[u'LD07929325'],Excellent,57.0
10,0.36,SI1,F,None,Ideal,Jul 12,Jul 13,62.3,./diamond-details/LD07934383,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD07934383,None,False,1.00,Excellent,700,"$1,944",RD,Call,Call,[u'LD07934383'],Excellent,56.0
11,0.30,VVS2,F,None,Very Good,Jul 10,Jul 11,61.3,./diamond-details/LD07967502,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD07967502,None,False,1.00,Excellent,700,"$2,333",RD,Call,Call,[u'LD07967502'],Excellent,57.0
12,0.30,VVS2,F,None,Ideal,Jul 12,Jul 13,61.5,./diamond-details/LD08064515,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08064515,None,False,1.01,Excellent,700,"$2,333",RD,Call,Call,[u'LD08064515'],Excellent,58.0
13,0.36,SI1,F,None,Ideal,Jul 12,Jul 13,62.5,./diamond-details/LD08125123,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08125123,None,False,1.01,Excellent,700,"$1,944",RD,Call,Call,[u'LD08125123'],Excellent,59.0
14,0.35,SI1,F,None,Ideal,Jul 12,Jul 13,62.9,./diamond-details/LD08125124,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08125124,None,False,1.01,Excellent,700,"$2,000",RD,Call,Call,[u'LD08125124'],Excellent,55.0
15,0.30,VVS2,F,None,Ideal,Jul 12,Jul 13,61.2,./diamond-details/LD08130461,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08130461,None,False,1.01,Excellent,700,"$2,333",RD,Call,Call,[u'LD08130461'],Excellent,58.0
16,0.31,IF,G,None,Very Good,Jul 10,Jul 11,63.9,./diamond-details/LD08138539,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08138539,None,False,1.01,Very Good,700,"$2,258",RD,Call,Call,[u'LD08138539'],Very Good,58.0
17,0.30,VVS2,F,None,Ideal,Jul 12,Jul 13,62.3,./diamond-details/LD08145484,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08145484,None,False,1.01,Excellent,700,"$2,333",RD,Call,Call,[u'LD08145484'],Excellent,59.0
18,0.30,VVS2,F,None,Ideal,Jul 12,Jul 13,61.8,./diamond-details/LD08178960,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08178960,None,False,1.01,Excellent,700,"$2,333",RD,Call,Call,[u'LD08178960'],Excellent,55.0
19,0.41,SI1,H,None,Very Good,Jul 12,Jul 13,64.0,./diamond-details/LD08231815,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08231815,None,True,1.00,Very Good,700,"$1,707",RD,Call,Call,[u'LD08231815'],Very Good,58.0
20,0.30,VVS1,E,None,Very Good,Jul 12,Jul 13,62.8,./diamond-details/LD08256064,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08256064,None,False,1.00,Excellent,700,"$2,333",RD,Call,Call,[u'LD08256064'],Excellent,59.0
21,0.30,VVS2,F,None,Ideal,Jul 12,Jul 13,62.0,./diamond-details/LD08256141,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08256141,None,False,1.01,Excellent,700,"$2,333",RD,Call,Call,[u'LD08256141'],Excellent,59.0
22,0.30,VVS2,F,None,Ideal,Jul 12,Jul 13,62.2,./diamond-details/LD08256142,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08256142,None,False,1.01,Excellent,700,"$2,333",RD,Call,Call,[u'LD08256142'],Excellent,58.0
23,0.31,IF,G,None,Ideal,Jul 12,Jul 13,60.7,./diamond-details/LD08260307,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08260307,None,False,1.00,Excellent,700,"$2,258",RD,Call,Call,[u'LD08260307'],Excellent,60.0
24,0.30,VVS2,F,None,Ideal,Jul 12,Jul 13,62.5,./diamond-details/LD08261064,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08261064,None,False,1.00,Excellent,700,"$2,333",RD,Call,Call,[u'LD08261064'],Excellent,57.0
25,0.30,VVS2,F,None,Ideal,Jul 12,Jul 13,62.3,./diamond-details/LD08261065,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08261065,None,False,1.00,Excellent,700,"$2,333",RD,Call,Call,[u'LD08261065'],Excellent,57.0
26,0.30,VVS2,F,None,Ideal,Jul 12,Jul 13,62.3,./diamond-details/LD08282882,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08282882,None,False,1.01,Excellent,700,"$2,333",RD,Call,Call,[u'LD08282882'],Excellent,57.0
27,0.30,VS1,E,None,Ideal,Jul 12,Jul 13,62.4,./diamond-details/LD08286743,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08286743,None,False,1.01,Excellent,700,"$2,333",RD,Call,Call,[u'LD08286743'],Excellent,59.0
28,0.31,IF,G,None,Ideal,Jul 12,Jul 13,59.9,./diamond-details/LD08296688,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08296688,None,False,1.00,Excellent,700,"$2,258",RD,Call,Call,[u'LD08296688'],Excellent,60.0
29,0.30,VVS2,F,None,Ideal,Jul 12,Jul 13,62.4,./diamond-details/LD08322540,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08322540,None,False,1.00,Excellent,700,"$2,333",RD,Call,Call,[u'LD08322540'],Excellent,56.0
30,0.30,VS1,E,None,Ideal,Jul 12,Jul 13,59.9,./diamond-details/LD08323867,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08323867,None,False,1.00,Excellent,700,"$2,333",RD,Call,Call,[u'LD08323867'],Excellent,59.0
31,0.30,VS1,E,None,Ideal,Jul 12,Jul 13,62.3,./diamond-details/LD08326493,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08326493,None,False,1.01,Excellent,700,"$2,333",RD,Call,Call,[u'LD08326493'],Excellent,58.0
32,0.30,VS1,E,None,Ideal,Jul 12,Jul 13,62.4,./diamond-details/LD08328889,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08328889,None,False,1.01,Excellent,700,"$2,333",RD,Call,Call,[u'LD08328889'],Excellent,58.0
33,0.30,VS1,E,None,Ideal,Jul 12,Jul 13,62.1,./diamond-details/LD08367088,/api/public/loose-diamond/diamond-details/panel?country=USA&currency=USD&language=en-us&productSet=BN&sku=LD08367088,None,False,1.01,Excellent,700,"$2,333",RD,Call,Call,[u'LD08367088'],Excellent,60.0
